,No.,Tweet,Label,Words,Notes,Contributor
928,929.0,"It was a farmers market kind of morning 🍁🍎🌼 #fallinthecity #chicago #applesandjam @ Old Town, Chicago https://t.co/Aet2nX9R53",Not Business,,,
929,930.0,"The StreetWise Farmer's Market guide has info on 50+ #Chicago area markets, including @plantchicago's Farmers Market! Visit your favorite vendor. OUT NOW! https://t.co/cDKQrJJkcE",Not Business,favorite vendor,,
930,931.0,Get your fresh produce on! There's farmers markets happening every day of the week in #Chicago and the suburbs! Check out the guide: https://t.co/OoyxnIrJOJ #ChicagoBestBets https://t.co/PHh7N8OUN0,Not Business,"happening every day, check out",business,
931,932.0,@Samantha__Dyal Farmers markets are for produce and flea markets are for cheap items I believe,Not Business,"flea market, cheap",,
932,933.0,Aaaahhhh. It’s September. Which also means there are only a handful of Edgebrook Neighborhood Farmers Markets remaining. Head down today to EdgebrookElementarySchool 9am-1pm. Click the link to view the list of vendors compiled by Everyday Edgebrook. https://t.co/cbyb54nzLb,Not Business,head down today to,business,
933,934.0,"Stop by the Barrington Village Farmers Market! 
We're here today and every Thursday afternoon from 3 p.m.-7 p.m. 
Come on out and sample #rollickingbuckaroopepperjam and pickup your jar or two. 
Checkout our website  https://t.co/GUyhF5oN5L https://t.co/rSBon06Tmi",Not Business,"stop by, we're here today, every, come on out, sample pickup",business,
934,935.0,@profmusgrave Do the sell raspberries at your local farmers’ market?,Not Business,"raspberries, sell",,
935,936.0,Got 10K steps in before 2pm today. Walking to farmers' market and cleaning.,Not Business,,,
936,937.0,Congrats #Chicago & local #farmers on successful opening day of #FarmersMarket season. https://t.co/kXHYdl1JWn,Not Business,,,
937,938.0,I liked a @YouTube video https://t.co/NGyaw12AR7 FARMERS MARKET ICE POP!,Not Business,,,
938,939.0,https://t.co/0q6kgNeUjZ USDA Celebrates National Farmers Market Week,Not Business,,,
939,940.0,"Happy Taco Tuesday! If you're getting ready for a day off tomorrow, fire up the grill tonight to make these balsamic marinated-Green Goddess Farmers Market Tacos from @heatherchristo. Packed with veggies, they're a celebration of summer produce! https://t.co/lGOr7Agbom",Not Business,celebration,,
940,941.0,"@Scottie79er Hi, please untag us & the farmers market from your convo with that right wing asshat, thx",Not Business,,,
941,942.0,"Check out the Farmers Market today and tomorrow near DSW and J.Jill Legacy of the Land, LLC! #shoplocal https://t.co/WmJSxCpCtC",Not Business,check out today,business,
942,943.0,"Address is in the location tag (or Google), DM me if you're going, maybe we can meet up! #Soulard #Oktoberfest #StLouis #MO @ Soulard Farmers Market https://t.co/KDKHSMvxnw",Not Business,meet up,,
943,944.0,Choose your local farmers market to find fresh fruits and veggies for #HealthyEating - https://t.co/Gbon6xPzTH https://t.co/uxVFvQzdWz,Not Business,fresh fruits and veggies,,
944,945.0,"weekend goals, some of these: last Horner Park & Portage Park farmers markets of year, book sales in Bridgeport & Hyde Park, Lincoln Square Applefest, arts fests in West Town & Albany/North Park",Not Business,"book sales, arts fests",,
945,946.0,Join us at the @LSRCC_Chicago  #farmersmarket tonight at 6pm to taste Chef Hans Mooser's Plum-Blackberry Shortcakes with Vanilla Whipped Cream. We got some beautiful fruit from @seedlingfruit @mickklugfarms and Noffke Family Farms! https://t.co/ksscCCDS7g https://t.co/eDa2iSBbDM,Not Business,"join us at, Plum-Blackberry",business,
946,947.0,"I liked a @YouTube video https://t.co/Fd0JaSKtur FALL-OW ME TO FIT: Fall Goodies at TJ, Target & Farmers Market!",Not Business,,,
947,948.0,"Notification: Cape Farmers' Market @ Thu May 3, 2018 12pm - 5pm (CDT) (capegirardeaucalendar@gmail.com) CST/GMT #SEMO https://t.co/xDTo10UpZm",Not Business,,,
948,949.0,Frankfort Farmers Market begins this Sunday...10:00am-2:00pm. Morgan’s Place will be open from… https://t.co/rCkBM77lRc,Not Business,,,
949,950.0,"Fresh tomatoes—sweet, juicy, and bursting with flavor—are a #farmersmarket highlight. Try some of these recipes this summer. Via https://t.co/W9hL8r0mer.  https://t.co/4r8OTH89Ft",Not Business,"fresh tomatoes, sweet, juicy, bursting, flavor",,
950,951.0,the light rail machine gave me change in $1 coins once and i rolled up to the farmers market like what npcs are gonna sell me some potions,Not Business,,,
951,952.0,#Grayslake farmers market features more than 70 vendors https://t.co/tZjKrha8uQ,Not Business,vendors,,
952,953.0,Free bags when you shop at Fresh Thyme farmers market today. #earthday #mealprepsunday… https://t.co/TwA6e27cOX,Not Business,free bags,,
953,954.0,Don't miss out - It's my last market with the Artisan Collective in Batavia this Saturday! It's supposed to be a beautiful day so come on by - and buy some art!! #artisancollective #batavia #farmersmarket #downtownbatavia #supportindependantartists #supp… https://t.co/blx8Om7ucD https://t.co/eKYRzR7dCV,Not Business,"don't miss out, last, come on by, buy, arts",business,
954,955.0,Do you shop at farmer's markets? They have some of the freshest food. https://t.co/c7qrn9kdh1 https://t.co/C0JKNQXLdQ,Not Business,freshest food,,
955,956.0,Bobby is handing out FREE SAMPLES! https://t.co/nidF87G8Hz,Not Business,FREE SAMPLES,,
956,957.0,Things that make me smile: Summer mornings rippled by a light breeze and walks through farmers' markets loaded with seasonal produce 😊 https://t.co/iZSKWSEg3c https://t.co/lb9d7bAdIs,Not Business,seasonal produce,,
957,958.0,"Check out our latest newsletter!  

https://t.co/HSK9szRJI1 https://t.co/HSK9szRJI1",Not Business,,,
958,959.0,#FitTip: Visit your local #FarmersMarket to boost your local economy. https://t.co/5IIsMuPugU https://t.co/T64v3d0Aqt,Not Business,"boost, local economy",,
959,960.0,Check out this photo of Daley Plaza Farmers Market on #Yelp https://t.co/iB7KTko61H,Not Business,"photo, check out",,
960,961.0,@Mariafor49 Thanks to everyone who picked up a petition clipboard this morning to canvass tomorrow’s Farmers Market!,Not Business,petition,,
961,962.0,Batavia Farmers’ Market opens season https://t.co/7yEF18q3Vn,Not Business,opens season,business,
962,963.0,"SpfldClinic talked to @foxillinois about the IL Products Farmer’s Market this morning on #WellnessWednesday! Rachel Gasperin, SpfldClinic marketing coordinator, showcased the various literature we hand out & the giveaways you could get this and next week. https://t.co/bSaKDtopiu https://t.co/nEvGw610Qs",Not Business,,,
963,964.0,"Thanks to Illinois state legislators @RepTimButler for touring the  Old Capitol Farmers Market this morning with us @ILStewards @ilenviro 

#buyfreshbuylocal #twill https://t.co/ghaUyjgdgb",Not Business,touring,,
964,965.0,"Mike Felten has a show on 09/16/2018 at 12:00 PM @ Wicker Park Farmers Market in Chicago, IL https://t.co/DumeDV1ERz https://t.co/FXJ105SSSK",Not Business,show,,
965,966.0,"A few ways to reduce food waste from your farmers market haul? Count me in!

https://t.co/k6Dh1MzECx",Not Business,reduce food waste,,
966,967.0,#Metropolis Farmers Market! New location and new days! https://t.co/sN94UozIvK,Not Business,,,
967,968.0,"Fall is harvest season, which means it's the perfect time to visit the Barrington Farmers Market! Thursday afternoons for the next few weeks: https://t.co/JlwNolo98k
You might see some friendly BALibrary folks there, too! https://t.co/YKoyHeJor6",Not Business,friendly folks,,
968,969.0,Food safety concerns at farmers markets https://t.co/Ynm0P1ldLA #foodsafety #foodsafetysummit,Not Business,food safety concerns,,
969,970.0,"Keep yourself happy and healthy this fall by picking up fresh, local fruits and veggies at the farmers market, visiting a local coffee shop for a hot beverage, and taking some time for yourself. #MondayMotivation https://t.co/4MW1lwhyaN",Not Business,"fresh, local fruits and vegetables",,
970,971.0,"Downtown Hyde Park #FarmersMarket season opener is today @HarperCourt, until 1pm. FREE 🌭 hot dogs!!  Live music, organic foods, fresh fruits, veggies, pies, honey & more. #HydeParkChicago https://t.co/smJeMwAoij",Not Business,"music, organic, fresh, veggies",business,
971,972.0,I am playing a farmers market tomorrow AM. My first gig in a long time. I am spending tonight trying to figure out how many of my songs I still remember.,Not Business,"playing, songs",,
972,973.0,Hey Chicago! How are you warming  up this chilly Saturday  morning? — attending Hula Hoop Demonstration at Northcenter Farmers Market https://t.co/ctTmdfb5ZL,Not Business,attending,business,
973,974.0,"Independence Park Farmers Market was great today but I only had time to buy hot coffee, then a Metra farmers market crawl (first visit to outdoor Jeff Park one this year)!",Not Business,"coffee, independece",,
974,975.0,Out here living my best Saturday farmers market life bless ⁦@RawrLawra⁩ 💫 https://t.co/oOCnLSq8Fv,Not Business,"living, best",,
975,976.0,I’m out at the DeKalb Farmers Market!! It’s our first stop on the #ISpyVictorE tour! #HuskieNation https://t.co/DPqI9K5QD6,Not Business,,,
976,977.0,@Stone8RP ... That corn would be field corn which is feed for cows not sweet corn which you buy in a store or at a farmers market!!,Not Business,"field corn, not sweet corn",,
977,978.0,would very much like to go to as many farmers markets as possible this summer,Not Business,,,
978,979.0,Up & out the door at WTF o’clock for a work event means no farmers market for me today 😞 Guess I need to wait another week to replenish my black truffle Camembert supply. Harrumph. https://t.co/EGU9OrDTUo,Not Business,"replenish, supply",,
979,980.0,"@UWay1000Lakes is teaming up with the @gr_mn_farmers_market to help improve food access, strengthen the local food economy, and promote community engagement. Visit our Day of Action page to learn more: https://t.co/KK7NRJkCAy #DayofAction #volunteer https://t.co/zstsB1l7Ww",Not Business,"help, teaming, food access, local food economy, community",,
980,981.0,"FARMERS MARKET TODAY!! 3-7 - West Town Health Market, Division & Oakley, 3 FOR 1 MATCHING ON ALL SNAP/LINK TRANSACTIONS (up to $15)!! More than fresh veggies and fruit: meat, eggs, bread, honey, cooking demos and more! https://t.co/wHmvlaK7sJ",Not Business,"more than, and more",,
981,982.0,The farmers market guy called them radish beans. I think they’re actually rat tail radishes. #rattailradish #farmersmarket #radishpods https://t.co/oqKjg9G2nx https://t.co/w6iTxDWHw6,Not Business,"redish beans, radishes",,
982,983.0,WGFA News Alert: Some Illinois farmers markets to lose food stamp service https://t.co/JUepN2Jwo6,Not Business,"stamp service, lose",,
983,984.0,RT @WomensHealthMag: You can totally freeze your leftover farmers market haul: https://t.co/qvnTyAnfeu,Not Business,,,
984,985.0,Don't forget to join us tomorrow at 11:00am at the La Grange Farmers Market for storytime! @LaGrangeBiz https://t.co/8cEXaaWI1c,Not Business,"don't forget to join us, storytime",business,
985,986.0,"Join us at the WE Grow Decatur, IL Garden Farmers Market tonight 4:30-6:30 for fresh produce, crafts from local artisan, other unique vendors, children's activities, and the musical stylings of Lewie Lewis. #WestEnd #WeGrowGarden #DennisLab #DPSProud https://t.co/QRIfjDp4Bh",Not Business,join us at,business,
986,987.0,"Frozen shrimp and fresh veggies! A perfect combo to a quick and delicious salad with bib lettuce, asparagus, chives and a little avocado dressing - all with my bounty @GreenCityMarket. Check out a farmers market in your city, or if in Chicago, look here https://t.co/bAbjEiXPCw https://t.co/jOGDjPM1Cf",Not Business,"lettuce, asparagus, chives, avocado",,
987,988.0,Nice day to be out doing stuff! @ Illinois Products Farmers' Market https://t.co/KI3DhgyeOZ,Not Business,,,
988,989.0,at Lake Zurich Farmers Market https://t.co/PLC3OSVYeu,Not Business,,,
989,990.0,Donuts on location 7am- 10. Then again at the Chrisman Farmers Market from 4 pm to 6: 30 pm https://t.co/gM112TEDfO,Not Business,,,
990,991.0,On the lookout for “Signature Ingredients” at the Old Capitol Farmers Market https://t.co/0cdIzr1w08 https://t.co/YuLVNrjlRM,Not Business,,,
991,993.0,"Presto Pesto is happy to announce . . . 
OUR NEW FARMERS MARKET SCHEDULE:
THURSDAYS (beginning October 4th)
Engelwood Farmers Market
300 W. Dearborn
Englewood, FL 9am-2pm
FRIDAYS (beginning... https://t.co/whqjP2euhN",Not Business,schedule,business,
992,994.0,Learn tips on how to properly select fruits & veggies from your local FARMERS MARKET & ways you can use the WHOLE vegetable/fruit.  What's your favorite fruit or vegetable? https://t.co/64GKDqbhVI,Not Business,,,
993,995.0,Curious what #recipes to make w/produce from a #farmersmarket? Check out our selection on https://t.co/e8LLwy87M7! https://t.co/8eF17agOwP #SNAPedWorks #EFNEPworks #FarmersMarketWeek https://t.co/XYB2ZtVOCY,Not Business,#reipes,,
