Sentences,Label 
People watching and the spirit of youth is all around you.,environment
Plenty of shop and dine nearby if needed.,environment
"Tip - not that I witnessed in the farmers market itself, but around the rest of Evanston lots of panhandlers.",Non-relevant
To the point where they will even walk up to you at a table in a restaurant while you are eating - unsavory.,quality
Great framers market!,environment
I wish we had a farmers market like this at home!,Non-relevant
Such a great variety and prices are pretty good.,availability
"As an Evanston resident, I feel lucky to be so close to this Saturday farmers market.",Non-relevant
My family looks forward to it every weekend!,environment
Its become a tradition to visit the market.,Non-relevant
There is a variety of great vendors that are warm and friendly.,environment
"The orifice are fresh and in season, so there is always something new.",Non-relevant
Best farmers market in the Chicagoland area!,Non-relevant
"Great food - tamales, elotes, crepes and lots of great baked goods from Sweety Pies in Skokie to Bennison's donuts from Evanston!",quality
"Organic and locally grown produce that while yes it's more than you pay in grocery stores, I'd rather know where my food came from and pay the extra to feel secure it's not a GMO product grown in Mexico then covered in wax and shipped here.",quality
Great meat vendors with grass fed nitrate free meats and allsprts of eggs from duck to quail to chickens!,quality
"The most variety of apples I've ever seen can be found at Nicol's Farm, they also have rare items like salsify and fresh mushrooms harvested from the woods (chicken of the woods, hen of the woods, etc), they also have a few varieties of gigantic sweet potatoes!!",availability
This is an awesome way to start any Saturday with a fresh cup of Intelligentsia coffee from Sweety Pies with a scone or croissant or crepe!!,Non-relevant
I'm going to say that for vendors and quality of produce this market gets a 5!,quality
But beyond that it gets a 1 star.,Non-relevant
Ok first no dogs.,environment
Second there is security all over taking away from the whole farmers market feel.,Non-relevant
Also they need a bigger space it is way to compact.,environment
Since there are NO dogs allowed I will not go back!,environment
"They provide an awesome, cleanly array of samples.",safety
Fantastic organized clean large FARMERS MARKET !!!!!,safety
You can always tell quality when it looks like the fruits and veggies look a little dirty and oddly shaped.,safety
"They keep the store clean, well stocked and looking tidy.",safety
Parking was easy and the area was clean.,safety
"The farm is darling... very clean and cute, and the staff working (mostly teenagers?) were all so sweet.",safety
"The Pie Safe vendor was there, so I indulged in a delicious very cute heart shaped pie pop.",safety
The staff was pretty friendly and the shop was clean.,safety
"They are a little limited in their selection of paper products and cleaning supplies, but they have the essentials.",safety
"The store is very well kept, clean, and organized.",safety
This one is impeccably clean and well organized.,safety
"They have the standard brands, but they also have lots of clean eating/organic choices.",safety
It was really clean so that's nice.,safety
"On the way out, I saw a stand for all natural soaps and also an all natural cleaning spray!",safety
The processing area was extremely clean and I have no qualms about becoming a regular of this establishment.,safety
"The only downside was the cleanliness of the shop, it looked really rundown and kind unsanitary but then again you are running a mini chicken slaughter house in the city.",safety
Clean and very fresh!!,safety
