No.,Tweet,Label,Words,Notes,Contributor
934,"Stop by the Barrington Village Farmers Market! 
We're here today and every Thursday afternoon from 3 p.m.-7 p.m. 
Come on out and sample #rollickingbuckaroopepperjam and pickup your jar or two. 
Checkout our website  https://t.co/GUyhF5oN5L https://t.co/rSBon06Tmi",NR,"stop by, we're here today, every, come on out, sample pickup",business,
935,@profmusgrave Do the sell raspberries at your local farmers’ market?,availability,"raspberries, sell",,
936,Got 10K steps in before 2pm today. Walking to farmers' market and cleaning.,NR,,,
937,Congrats #Chicago & local #farmers on successful opening day of #FarmersMarket season. https://t.co/kXHYdl1JWn,NR,,,
938,I liked a @YouTube video https://t.co/NGyaw12AR7 FARMERS MARKET ICE POP!,NR,,,
939,https://t.co/0q6kgNeUjZ USDA Celebrates National Farmers Market Week,NR,,,
940,"Happy Taco Tuesday! If you're getting ready for a day off tomorrow, fire up the grill tonight to make these balsamic marinated-Green Goddess Farmers Market Tacos from @heatherchristo. Packed with veggies, they're a celebration of summer produce! https://t.co/lGOr7Agbom",environment,celebration,,
941,"@Scottie79er Hi, please untag us & the farmers market from your convo with that right wing asshat, thx",NR,,,
942,"Check out the Farmers Market today and tomorrow near DSW and J.Jill Legacy of the Land, LLC! #shoplocal https://t.co/WmJSxCpCtC",NR,check out today,business,
943,"Address is in the location tag (or Google), DM me if you're going, maybe we can meet up! #Soulard #Oktoberfest #StLouis #MO @ Soulard Farmers Market https://t.co/KDKHSMvxnw",environment,meet up,,
944,Choose your local farmers market to find fresh fruits and veggies for #HealthyEating - https://t.co/Gbon6xPzTH https://t.co/uxVFvQzdWz,quality,fresh fruits and veggies,,
945,"weekend goals, some of these: last Horner Park & Portage Park farmers markets of year, book sales in Bridgeport & Hyde Park, Lincoln Square Applefest, arts fests in West Town & Albany/North Park",environment,"book sales, arts fests",,
946,Join us at the @LSRCC_Chicago  #farmersmarket tonight at 6pm to taste Chef Hans Mooser's Plum-Blackberry Shortcakes with Vanilla Whipped Cream. We got some beautiful fruit from @seedlingfruit @mickklugfarms and Noffke Family Farms! https://t.co/ksscCCDS7g https://t.co/eDa2iSBbDM,NR,"join us at, Plum-Blackberry",business,
947,"I liked a @YouTube video https://t.co/Fd0JaSKtur FALL-OW ME TO FIT: Fall Goodies at TJ, Target & Farmers Market!",NR,,,
948,"Notification: Cape Farmers' Market @ Thu May 3, 2018 12pm - 5pm (CDT) (capegirardeaucalendar@gmail.com) CST/GMT #SEMO https://t.co/xDTo10UpZm",NR,,,
949,Frankfort Farmers Market begins this Sunday...10:00am-2:00pm. Morgan’s Place will be open from… https://t.co/rCkBM77lRc,NR,,,
950,"Fresh tomatoes—sweet, juicy, and bursting with flavor—are a #farmersmarket highlight. Try some of these recipes this summer. Via https://t.co/W9hL8r0mer.  https://t.co/4r8OTH89Ft",quality,"fresh tomatoes, sweet, juicy, bursting, flavor",,
951,the light rail machine gave me change in $1 coins once and i rolled up to the farmers market like what npcs are gonna sell me some potions,NR,,,
952,#Grayslake farmers market features more than 70 vendors https://t.co/tZjKrha8uQ,environment,vendors,,
953,Free bags when you shop at Fresh Thyme farmers market today. #earthday #mealprepsunday… https://t.co/TwA6e27cOX,environment,free bags,,
954,Don't miss out - It's my last market with the Artisan Collective in Batavia this Saturday! It's supposed to be a beautiful day so come on by - and buy some art!! #artisancollective #batavia #farmersmarket #downtownbatavia #supportindependantartists #supp… https://t.co/blx8Om7ucD https://t.co/eKYRzR7dCV,environment,"don't miss out, last, come on by, buy, arts",business,
955,Do you shop at farmer's markets? They have some of the freshest food. https://t.co/c7qrn9kdh1 https://t.co/C0JKNQXLdQ,quality,freshest food,,
956,Bobby is handing out FREE SAMPLES! https://t.co/nidF87G8Hz,environment,FREE SAMPLES,,
957,Things that make me smile: Summer mornings rippled by a light breeze and walks through farmers' markets loaded with seasonal produce 😊 https://t.co/iZSKWSEg3c https://t.co/lb9d7bAdIs,quality,seasonal produce,,
958,"Check out our latest newsletter!  

https://t.co/HSK9szRJI1 https://t.co/HSK9szRJI1",NR,,,
959,#FitTip: Visit your local #FarmersMarket to boost your local economy. https://t.co/5IIsMuPugU https://t.co/T64v3d0Aqt,economics,"boost, local economy",,
960,Check out this photo of Daley Plaza Farmers Market on #Yelp https://t.co/iB7KTko61H,environment,"photo, check out",,
961,@Mariafor49 Thanks to everyone who picked up a petition clipboard this morning to canvass tomorrow’s Farmers Market!,environment,petition,,
962,Batavia Farmers’ Market opens season https://t.co/7yEF18q3Vn,NR,opens season,business,
963,"SpfldClinic talked to @foxillinois about the IL Products Farmer’s Market this morning on #WellnessWednesday! Rachel Gasperin, SpfldClinic marketing coordinator, showcased the various literature we hand out & the giveaways you could get this and next week. https://t.co/bSaKDtopiu https://t.co/nEvGw610Qs",NR,,,
964,"Thanks to Illinois state legislators @RepTimButler for touring the  Old Capitol Farmers Market this morning with us @ILStewards @ilenviro 

#buyfreshbuylocal #twill https://t.co/ghaUyjgdgb",environment,touring,,
965,"Mike Felten has a show on 09/16/2018 at 12:00 PM @ Wicker Park Farmers Market in Chicago, IL https://t.co/DumeDV1ERz https://t.co/FXJ105SSSK",environment,show,,
966,"A few ways to reduce food waste from your farmers market haul? Count me in!

https://t.co/k6Dh1MzECx",environment,reduce food waste,,
967,#Metropolis Farmers Market! New location and new days! https://t.co/sN94UozIvK,NR,,,
968,"Fall is harvest season, which means it's the perfect time to visit the Barrington Farmers Market! Thursday afternoons for the next few weeks: https://t.co/JlwNolo98k
You might see some friendly BALibrary folks there, too! https://t.co/YKoyHeJor6",environment,friendly folks,,
969,Food safety concerns at farmers markets https://t.co/Ynm0P1ldLA #foodsafety #foodsafetysummit,safety,food safety concerns,,
970,"Keep yourself happy and healthy this fall by picking up fresh, local fruits and veggies at the farmers market, visiting a local coffee shop for a hot beverage, and taking some time for yourself. #MondayMotivation https://t.co/4MW1lwhyaN",quality,"fresh, local fruits and vegetables",,
971,"Downtown Hyde Park #FarmersMarket season opener is today @HarperCourt, until 1pm. FREE 🌭 hot dogs!!  Live music, organic foods, fresh fruits, veggies, pies, honey & more. #HydeParkChicago https://t.co/smJeMwAoij",environment,"music, organic, fresh, veggies",business,
972,I am playing a farmers market tomorrow AM. My first gig in a long time. I am spending tonight trying to figure out how many of my songs I still remember.,environment,"playing, songs",,
973,Hey Chicago! How are you warming  up this chilly Saturday  morning? — attending Hula Hoop Demonstration at Northcenter Farmers Market https://t.co/ctTmdfb5ZL,NR,attending,business,
974,"Independence Park Farmers Market was great today but I only had time to buy hot coffee, then a Metra farmers market crawl (first visit to outdoor Jeff Park one this year)!",environment,"coffee, independece",,
975,Out here living my best Saturday farmers market life bless ⁦@RawrLawra⁩ 💫 https://t.co/oOCnLSq8Fv,environment,"living, best",,
976,I’m out at the DeKalb Farmers Market!! It’s our first stop on the #ISpyVictorE tour! #HuskieNation https://t.co/DPqI9K5QD6,NR,,,
977,@Stone8RP ... That corn would be field corn which is feed for cows not sweet corn which you buy in a store or at a farmers market!!,quality,"field corn, not sweet corn",,
978,would very much like to go to as many farmers markets as possible this summer,NR,,,
979,Up & out the door at WTF o’clock for a work event means no farmers market for me today 😞 Guess I need to wait another week to replenish my black truffle Camembert supply. Harrumph. https://t.co/EGU9OrDTUo,availability,"replenish, supply",,
980,"@UWay1000Lakes is teaming up with the @gr_mn_farmers_market to help improve food access, strengthen the local food economy, and promote community engagement. Visit our Day of Action page to learn more: https://t.co/KK7NRJkCAy #DayofAction #volunteer https://t.co/zstsB1l7Ww",environment,"help, teaming, food access, local food economy, community",,
981,"FARMERS MARKET TODAY!! 3-7 - West Town Health Market, Division & Oakley, 3 FOR 1 MATCHING ON ALL SNAP/LINK TRANSACTIONS (up to $15)!! More than fresh veggies and fruit: meat, eggs, bread, honey, cooking demos and more! https://t.co/wHmvlaK7sJ",availability,"more than, and more",,
982,The farmers market guy called them radish beans. I think they’re actually rat tail radishes. #rattailradish #farmersmarket #radishpods https://t.co/oqKjg9G2nx https://t.co/w6iTxDWHw6,availability,"redish beans, radishes",,
983,WGFA News Alert: Some Illinois farmers markets to lose food stamp service https://t.co/JUepN2Jwo6,politics,"stamp service, lose",,
984,RT @WomensHealthMag: You can totally freeze your leftover farmers market haul: https://t.co/qvnTyAnfeu,NR,,,
985,Don't forget to join us tomorrow at 11:00am at the La Grange Farmers Market for storytime! @LaGrangeBiz https://t.co/8cEXaaWI1c,environment,"don't forget to join us, storytime",business,
986,"Join us at the WE Grow Decatur, IL Garden Farmers Market tonight 4:30-6:30 for fresh produce, crafts from local artisan, other unique vendors, children's activities, and the musical stylings of Lewie Lewis. #WestEnd #WeGrowGarden #DennisLab #DPSProud https://t.co/QRIfjDp4Bh",NR,join us at,business,
987,"Frozen shrimp and fresh veggies! A perfect combo to a quick and delicious salad with bib lettuce, asparagus, chives and a little avocado dressing - all with my bounty @GreenCityMarket. Check out a farmers market in your city, or if in Chicago, look here https://t.co/bAbjEiXPCw https://t.co/jOGDjPM1Cf",availability,"lettuce, asparagus, chives, avocado",,
988,Nice day to be out doing stuff! @ Illinois Products Farmers' Market https://t.co/KI3DhgyeOZ,NR,,,
989,at Lake Zurich Farmers Market https://t.co/PLC3OSVYeu,NR,,,
990,Donuts on location 7am- 10. Then again at the Chrisman Farmers Market from 4 pm to 6: 30 pm https://t.co/gM112TEDfO,NR,,,
991,On the lookout for “Signature Ingredients” at the Old Capitol Farmers Market https://t.co/0cdIzr1w08 https://t.co/YuLVNrjlRM,NR,,,
993,"Presto Pesto is happy to announce . . . 
OUR NEW FARMERS MARKET SCHEDULE:
THURSDAYS (beginning October 4th)
Engelwood Farmers Market
300 W. Dearborn
Englewood, FL 9am-2pm
FRIDAYS (beginning... https://t.co/whqjP2euhN",NR,schedule,business,
994,Learn tips on how to properly select fruits & veggies from your local FARMERS MARKET & ways you can use the WHOLE vegetable/fruit.  What's your favorite fruit or vegetable? https://t.co/64GKDqbhVI,NR,,,
995,Curious what #recipes to make w/produce from a #farmersmarket? Check out our selection on https://t.co/e8LLwy87M7! https://t.co/8eF17agOwP #SNAPedWorks #EFNEPworks #FarmersMarketWeek https://t.co/XYB2ZtVOCY,NR,#reipes,,
996,"Summer may be over, but the beet goes on tomorrow morning at the Glenview Farmers Market! @historicWF #farmersmarket #fall #autumn #fruits #glenviewparkdistrict #glenviewpkdist #outdoormarket https://t.co/Lg6Ph4QlAZ https://t.co/p9g3sAmVo3",NR,,,
997,"We don’t just make #salsa the traditional way @61market , we do it while exercising! jesse2270 !  clarague @ 61st Street Farmers Market https://t.co/8jM9MoIbi1",availability,#salsa,,
998,"Did you know our food travels an average of 1,500 miles to get to our table What’s the farthest you’ve ever traveled for your favorite food or restaurant? What was it? https://t.co/EJ2dNNlHsR https://t.co/K9ETQwIShy",convenience,travels,,
999,"It's Farmers Market Day in downtown DeKalb! Enjoy more than 30 vendors offering locally-grown produce, wine, baked goods, flowers and artisan crafts for your shopping pleasure. Stop down between 10am - 2pm! https://t.co/eVJl8YryFF #SummerFun #FarmersMarket https://t.co/bWmLoyEEHb",availability,"it's day, offering, produce, stop down",,
1000,We're here at Horner Park Farmers Market… https://t.co/Jol8bNrsSU,NR,we're here at,business,
1001,Adam’s working hard for a new DARTH VADER HOT WHEELS.  Come to Mount Prospect Farmers Market and say HI. We are here til 1. https://t.co/ZB8ptHg1TW,NR,"come to, we are here till",business,
1002,"Wait, they're buying avocados at a farmers market in Homewood? I didn't realize it was that far south. https://t.co/RpezmpgNsP",convenience,"buying avocados, didn't realize, far south",,
,,NR,,,
,,NR,,,
,,NR,,,
,,NR,,,
,,NR,,,
,,NR,,,
,,NR,,,
,,NR,,,
,,NR,,,
,,NR,,,
,,NR,,,
,,NR,,,
,,NR,,,
,,NR,,,
,,NR,,,
,,NR,,,
,,NR,,,
,,NR,,,
,,NR,,,
